fire_id,hour,ignition_date_time,date_time,area_fract,flame_profile,smolder_profile,residual_profile,pm25_emitted,pm10_emitted,co_emitted,co2_emitted,ch4_emitted,nox_emitted,nh3_emitted,so2_emitted,voc_emitted,pm25_flame,pm10_flame,co_flame,co2_flame,ch4_flame,nox_flame,nh3_flame,so2_flame,voc_flame,pm25_smold,pm10_smold,co_smold,co2_smold,ch4_smold,nox_smold,nh3_smold,so2_smold,voc_smold,pm25_resid,pm10_resid,co_resid,co2_resid,ch4_resid,nox_resid,nh3_resid,so2_resid,voc_resid,smoldering_fraction,heat,percentile_000,percentile_005,percentile_010,percentile_015,percentile_020,percentile_025,percentile_030,percentile_035,percentile_040,percentile_045,percentile_050,percentile_055,percentile_060,percentile_065,percentile_070,percentile_075,percentile_080,percentile_085,percentile_090,percentile_095,percentile_100
SF11C21345120013189110,0,201508010000Z,201508010000Z,0.005701,0.005699,0.004127,0.000286,0.036796,0.04342,0.407155,6.057154,0.020404,0.007795,0.006725,0.003745,0.096686,0.020827,0.024576,0.205412,4.719615,0.010929,0.006923,0.003451,0.002804,0.049614,0.015514,0.018307,0.195996,1.299439,0.009205,0.000847,0.003181,0.000914,0.045731,0.000455,0.000537,0.005747,0.0381,0.00027,2.5e-05,9.3e-05,2.7e-05,0.001341,0.94584,1926952.60526,5.696939,6.3563413,7.0157436,7.6751459,8.3345482,8.9939505,9.6533528,10.3127551,10.9721574,11.6315597,12.290962,12.9503643,13.6097666,14.2691689,14.9285712,15.5879735,16.2473758,16.9067781,17.5661804,18.2255827,18.884985
SF11C21345120013189110,1,201508010000Z,201508010100Z,0.005701,0.005701,0.00363,0.000517,0.035303,0.041657,0.388265,5.933095,0.019516,0.007716,0.00642,0.003657,0.092279,0.020835,0.024585,0.205484,4.721271,0.010932,0.006926,0.003453,0.002805,0.049631,0.013646,0.016102,0.172393,1.142952,0.008096,0.000745,0.002798,0.000804,0.040224,0.000822,0.00097,0.010388,0.068872,0.000488,4.5e-05,0.000169,4.8e-05,0.002424,0.94584,1909556.47327,5.696939,6.41958565,7.1422323,7.86487895,8.5875256,9.31017225,10.0328189,10.75546555,11.4781122,12.20075885,12.9234055,13.64605215,14.3686988,15.09134545,15.8139921,16.53663875,17.2592854,17.98193205,18.7045787,19.42722535,20.149872
SF11C21345120013189110,2,201508010000Z,201508010200Z,0.005701,0.005701,0.003257,0.000706,0.034202,0.040357,0.374349,5.840829,0.018862,0.007655,0.006194,0.003592,0.089032,0.020835,0.024585,0.205484,4.721271,0.010932,0.006926,0.003453,0.002805,0.049631,0.012244,0.014447,0.154679,1.025508,0.007264,0.000668,0.002511,0.000721,0.036091,0.001123,0.001325,0.014186,0.09405,0.000666,6.1e-05,0.00023,6.6e-05,0.00331,0.963894,1264091.18876,5.696939,6.1986846,6.7004302,7.2021758,7.7039214,8.205667,8.7074126,9.2091582,9.7109038,10.2126494,10.714395,11.2161406,11.7178862,12.2196318,12.7213774,13.223123,13.7248686,14.2266142,14.7283598,15.2301054,15.731851
SF11C21345120013189110,3,201508010000Z,201508010300Z,0.005701,0.005701,0.00298,0.000864,0.033411,0.039426,0.364368,5.77466,0.018393,0.007613,0.006032,0.003546,0.086703,0.020835,0.024585,0.205484,4.721271,0.010932,0.006926,0.003453,0.002805,0.049631,0.011202,0.013219,0.141524,0.938291,0.006646,0.000612,0.002297,0.00066,0.033021,0.001374,0.001622,0.01736,0.115098,0.000815,7.5e-05,0.000282,8.1e-05,0.004051,0.97292,943117.426497,5.696939,6.07190715,6.4468753,6.82184345,7.1968116,7.57177975,7.9467479,8.32171605,8.6966842,9.07165235,9.4466205,9.82158865,10.1965568,10.57152495,10.9464931,11.32146125,11.6964294,12.07139755,12.4463657,12.82133385,13.196302
SF11C21345120013189110,4,201508010000Z,201508010400Z,0.005701,0.005701,0.002775,0.000996,0.032851,0.038763,0.357285,5.727698,0.018061,0.007581,0.005917,0.003513,0.085051,0.020835,0.024585,0.205484,4.721271,0.010932,0.006926,0.003453,0.002805,0.049631,0.010432,0.012309,0.131788,0.873744,0.006189,0.000569,0.002139,0.000615,0.03075,0.001584,0.001869,0.020013,0.132683,0.00094,8.6e-05,0.000325,9.3e-05,0.00467,0.978336,751577.527359,5.696939,5.98788595,6.2788329,6.56977985,6.8607268,7.15167375,7.4426207,7.73356765,8.0245146,8.31546155,8.6064085,8.89735545,9.1883024,9.47924935,9.7701963,10.06114325,10.3520902,10.64303715,10.9339841,11.22493105,11.515878
SF11C21345120013189110,5,201508010000Z,201508010500Z,0.005701,0.005701,0.002623,0.001108,0.032457,0.038299,0.352316,5.694759,0.017828,0.00756,0.005836,0.00349,0.083891,0.020835,0.024585,0.205484,4.721271,0.010932,0.006926,0.003453,0.002805,0.049631,0.00986,0.011635,0.124569,0.825885,0.00585,0.000538,0.002022,0.000581,0.029065,0.001762,0.002079,0.022263,0.147603,0.001046,9.6e-05,0.000361,0.000104,0.005195,0.981947,624520.281617,5.696939,5.9273334,6.1577278,6.3881222,6.6185166,6.848911,7.0793054,7.3096998,7.5400942,7.7704886,8.000883,8.2312774,8.4616718,8.6920662,8.9224606,9.152855,9.3832494,9.6136438,9.8440382,10.0744326,10.304827
SF11C21345120013189110,6,201508010000Z,201508010600Z,0.005701,0.005701,0.002511,0.001205,0.032191,0.037984,0.348946,5.672417,0.017669,0.007546,0.005782,0.003474,0.083104,0.020835,0.024585,0.205484,4.721271,0.010932,0.006926,0.003453,0.002805,0.049631,0.009439,0.011138,0.11925,0.790621,0.0056,0.000515,0.001936,0.000556,0.027824,0.001917,0.002261,0.024212,0.160525,0.001137,0.000105,0.000393,0.000113,0.005649,0.984526,534174.450156,5.696939,5.88122145,6.0655039,6.24978635,6.4340688,6.61835125,6.8026337,6.98691615,7.1711986,7.35548105,7.5397635,7.72404595,7.9083284,8.09261085,8.2768933,8.46117575,8.6454582,8.82974065,9.0140231,9.19830555,9.382588
SF11C21345120013189110,7,201508010000Z,201508010700Z,0.005701,0.005701,0.002427,0.00129,0.03201,0.037772,0.346665,5.657291,0.017562,0.007536,0.005745,0.003464,0.082573,0.020835,0.024585,0.205484,4.721271,0.010932,0.006926,0.003453,0.002805,0.049631,0.009123,0.010766,0.115261,0.764172,0.005413,0.000498,0.001871,0.000538,0.026894,0.002052,0.002421,0.02592,0.171848,0.001217,0.000112,0.000421,0.000121,0.006048,0.98646,466664.700507,5.696939,5.8446913,5.9924436,6.1401959,6.2879482,6.4357005,6.5834528,6.7312051,6.8789574,7.0267097,7.174462,7.3222143,7.4699666,7.6177189,7.7654712,7.9132235,8.0609758,8.2087281,8.3564804,8.5042327,8.651985
SF11C21345120013189110,8,201508010000Z,201508010800Z,0.005701,0.005701,0.00219,0.001352,0.031218,0.036836,0.336656,5.590928,0.017092,0.007492,0.005582,0.003417,0.080237,0.020835,0.024585,0.205484,4.721271,0.010932,0.006926,0.003453,0.002805,0.049631,0.008233,0.009714,0.104006,0.68955,0.004884,0.000449,0.001688,0.000485,0.024267,0.00215,0.002537,0.027166,0.180107,0.001276,0.000117,0.000441,0.000127,0.006339,0.987965,412941.298844,5.696939,5.81408255,5.9312261,6.04836965,6.1655132,6.28265675,6.3998003,6.51694385,6.6340874,6.75123095,6.8683745,6.98551805,7.1026616,7.21980515,7.3369487,7.45409225,7.5712358,7.68837935,7.8055229,7.92266645,8.03981
SF11C21345120013189110,9,201508010000Z,201508010900Z,0.005701,0.005701,0.002873,0.001457,0.033952,0.040063,0.371202,5.819967,0.018715,0.007643,0.006143,0.003578,0.088298,0.020835,0.024585,0.205484,4.721271,0.010932,0.006926,0.003453,0.002805,0.049631,0.0108,0.012744,0.136442,0.904601,0.006408,0.00059,0.002215,0.000636,0.031836,0.002317,0.002734,0.029276,0.194095,0.001375,0.000127,0.000475,0.000137,0.006831,0.989168,376580.686839,5.696939,5.7924545,5.88797,5.9834855,6.079001,6.1745165,6.270032,6.3655475,6.461063,6.5565785,6.652094,6.7476095,6.843125,6.9386405,7.034156,7.1296715,7.225187,7.3207025,7.416218,7.5117335,7.607249
