id,event_id,latitude,longitude,type,area,date_time,slope,state,county,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,VEG,canopy,event_url,fccs_number,owner,sf_event_guid,sf_server,sf_stream_name
SF11C82358661127293510,SF11E4409250,47.658,-79.424,RX,199.999999503,201908300000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/ca578026-d4a4-47ab-a746-91d766b9ad4f,,,ca578026-d4a4-47ab-a746-91d766b9ad4f,128.208.123.111,realtime
SF11C82358661127293510,SF11E4409250,47.658,-79.424,RX,199.999999503,201908310000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/ca578026-d4a4-47ab-a746-91d766b9ad4f,,,ca578026-d4a4-47ab-a746-91d766b9ad4f,128.208.123.111,realtime
SF11C82358661127293510,SF11E4409250,47.658,-79.424,RX,199.999999503,201909010000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/ca578026-d4a4-47ab-a746-91d766b9ad4f,,,ca578026-d4a4-47ab-a746-91d766b9ad4f,128.208.123.111,realtime
SF11C82358661127293510,SF11E4409250,47.658,-79.424,RX,199.999999503,201909020000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/ca578026-d4a4-47ab-a746-91d766b9ad4f,,,ca578026-d4a4-47ab-a746-91d766b9ad4f,128.208.123.111,realtime
SF11C82358661127293510,SF11E4409250,47.658,-79.424,RX,199.999999503,201909030000Z,10.0,Unknown,,Unknown,-9999,2810015000,,,,,,,,,,,,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,,,http://128.208.123.111/smartfire/events/ca578026-d4a4-47ab-a746-91d766b9ad4f,,,ca578026-d4a4-47ab-a746-91d766b9ad4f,128.208.123.111,realtime
SF11C82358671127293510,SF11E4409415,41.568,-79.02,RX,243.999999394,201908300000Z,10.0,PA,,USA,42053,2810015000,0.5,1.0,1.0,1.5,5.0,0.2,0.12,0.08,1.7,1.5,0.03,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,American beech - Yellow birch - Sugar maple - Eastern hemlock forest,17.43,http://128.208.123.111/smartfire/events/d6d6a6f5-160d-456b-9971-48088756788a,268,,d6d6a6f5-160d-456b-9971-48088756788a,128.208.123.111,realtime
SF11C82358671127293510,SF11E4409415,41.568,-79.02,RX,243.999999394,201908310000Z,10.0,PA,,USA,42053,2810015000,0.5,1.0,1.0,1.5,5.0,0.2,0.12,0.08,1.7,1.5,0.03,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,American beech - Yellow birch - Sugar maple - Eastern hemlock forest,17.43,http://128.208.123.111/smartfire/events/d6d6a6f5-160d-456b-9971-48088756788a,268,,d6d6a6f5-160d-456b-9971-48088756788a,128.208.123.111,realtime
SF11C82358671127293510,SF11E4409415,41.568,-79.02,RX,243.999999394,201909010000Z,10.0,PA,,USA,42053,2810015000,0.5,1.0,1.0,1.5,5.0,0.2,0.12,0.08,1.7,1.5,0.03,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,American beech - Yellow birch - Sugar maple - Eastern hemlock forest,17.43,http://128.208.123.111/smartfire/events/d6d6a6f5-160d-456b-9971-48088756788a,268,,d6d6a6f5-160d-456b-9971-48088756788a,128.208.123.111,realtime
SF11C82358671127293510,SF11E4409415,41.568,-79.02,RX,243.999999394,201909020000Z,10.0,PA,,USA,42053,2810015000,0.5,1.0,1.0,1.5,5.0,0.2,0.12,0.08,1.7,1.5,0.03,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,American beech - Yellow birch - Sugar maple - Eastern hemlock forest,17.43,http://128.208.123.111/smartfire/events/d6d6a6f5-160d-456b-9971-48088756788a,268,,d6d6a6f5-160d-456b-9971-48088756788a,128.208.123.111,realtime
SF11C82358671127293510,SF11E4409415,41.568,-79.02,RX,243.999999394,201909030000Z,10.0,PA,,USA,42053,2810015000,0.5,1.0,1.0,1.5,5.0,0.2,0.12,0.08,1.7,1.5,0.03,10.0,12.0,12.0,22.0,130.0,150.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,American beech - Yellow birch - Sugar maple - Eastern hemlock forest,17.43,http://128.208.123.111/smartfire/events/d6d6a6f5-160d-456b-9971-48088756788a,268,,d6d6a6f5-160d-456b-9971-48088756788a,128.208.123.111,realtime
