id,event_id,latitude,longitude,type,area,date_time,slope,state,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,consumption_flaming,consumption_smoldering,consumption_residual,consumption_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,heat,pm25,pm10,co,co2,ch4,nox,nh3,so2,voc,VEG,canopy,fccs_number
ECY_ADD_1,Wildfires,46.672344,-119.972187,WF,10.0,201608010000Z,10.0,WA,USA,53077,2810001000,0.1,0.2,0.0,0.0,0.0,0.0,0.38,0.07,0.0,1.0,0.03,7.0,8.0,9.0,12.0,80.0,40.0,0.814530441118,0.0670219559047,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,4624220.916020999,0.07044500000000001,0.083125,0.725656,14.37094,0.037722,0.020319000000000004,0.012111,0.008643999999999999,0.17410799999999996,Salt-desert shrubland,0.0,311
EPA_AG_295,Wildfires,47.399,-120.049,WF,10.0,201608010000Z,10.0,WA,USA,53017,2810001000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,1.0,1.0,7.0,8.0,9.0,12.0,80.0,40.0,5.01999087839,2.26019249428,0.956265305831,2.4718033562,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,31278145.266490996,0.8999140000000001,1.0619070000000004,10.356561000000006,127.58126500000002,0.5088699999999997,0.15066600000000002,0.17015700000000003,0.08068000000000003,2.4460460000000004,Urban,0.0,0
EPA_AG_297,Wildfires,47.33,-120.15,WF,10.0,201608010000Z,10.0,WA,USA,53007,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.36,0.0,1.0,0.36,7.0,8.0,9.0,12.0,80.0,40.0,3.02423218702,0.185990756267,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,17084176.848859996,0.251095,0.2962960000000001,2.5621910000000003,52.481598000000005,0.13388499999999998,0.07487399999999998,0.042828,0.031459999999999995,0.6156469999999999,Sagebrush shrubland,0.0,56
EPA_AG_298,Wildfires,47.33,-120.15,WF,10.0,201608010000Z,10.0,WA,USA,53007,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.36,0.0,1.0,0.36,7.0,8.0,9.0,12.0,80.0,40.0,3.02423218702,0.185990756267,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,17084176.848859996,0.251095,0.2962960000000001,2.5621910000000003,52.481598000000005,0.13388499999999998,0.07487399999999998,0.042828,0.031459999999999995,0.6156469999999999,Sagebrush shrubland,0.0,56
EPA_AG_299,Wildfires,47.35,-119.99,WF,10.0,201608010000Z,10.0,WA,USA,53017,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.11,0.0,1.0,0.09,7.0,8.0,9.0,12.0,80.0,40.0,0.620784150908,0.0455434978896,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,3516807.110315,0.052769,0.062269,0.5414139999999998,10.875499000000001,0.028204,0.015440999999999998,0.009043999999999998,0.006532999999999999,0.12998700000000002,Sagebrush Shrubland - Sparse,0.0,60
EPA_AG_300,Wildfires,47.316,-120.145,WF,10.0,201608010000Z,10.0,WA,USA,53007,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.36,0.0,1.0,0.36,7.0,8.0,9.0,12.0,80.0,40.0,3.02423218702,0.185990756267,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,17084176.848859996,0.251095,0.2962960000000001,2.5621910000000003,52.481598000000005,0.13388499999999998,0.07487399999999998,0.042828,0.031459999999999995,0.6156469999999999,Sagebrush shrubland,0.0,56
EPA_AG_301,Wildfires,47.43,-119.91,WF,10.0,201608010000Z,10.0,WA,USA,53017,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.11,0.0,1.0,0.09,7.0,8.0,9.0,12.0,80.0,40.0,0.620784150908,0.0455434978896,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,3516807.110315,0.052769,0.062269,0.5414139999999998,10.875499000000001,0.028204,0.015440999999999998,0.009043999999999998,0.006532999999999999,0.12998700000000002,Sagebrush Shrubland - Sparse,0.0,60
EPA_AG_302,Wildfires,47.358,-120.047,WF,10.0,201608010000Z,10.0,WA,USA,53017,2810001000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,1.0,1.0,7.0,8.0,9.0,12.0,80.0,40.0,5.01999087839,2.26019249428,0.956265305831,2.4718033562,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,31278145.266490996,0.8999140000000001,1.0619070000000004,10.356561000000006,127.58126500000002,0.5088699999999997,0.15066600000000002,0.17015700000000003,0.08068000000000003,2.4460460000000004,Urban,0.0,0
EPA_AG_303,Wildfires,47.349,-120.042,WF,10.0,201608010000Z,10.0,WA,USA,53017,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.11,0.0,1.0,0.09,7.0,8.0,9.0,12.0,80.0,40.0,0.620784150908,0.0455434978896,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,3516807.110315,0.052769,0.062269,0.5414139999999998,10.875499000000001,0.028204,0.015440999999999998,0.009043999999999998,0.006532999999999999,0.12998700000000002,Sagebrush Shrubland - Sparse,0.0,60
EPA_AG_304,Wildfires,47.351,-119.977,WF,10.0,201608010000Z,10.0,WA,USA,53017,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.11,0.0,1.0,0.09,7.0,8.0,9.0,12.0,80.0,40.0,0.620784150908,0.0455434978896,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,3516807.110315,0.052769,0.062269,0.5414139999999998,10.875499000000001,0.028204,0.015440999999999998,0.009043999999999998,0.006532999999999999,0.12998700000000002,Sagebrush Shrubland - Sparse,0.0,60
