id,event_name,total_area,total_heat,total_pm25,total_pm10,total_pm,total_co,total_co2,total_ch4,total_nmhc,total_nox,total_nh3,total_so2,total_voc,total_bc,total_h2,total_nmoc,total_no,total_no2,total_oc,total_tpc,total_tpm
SF11E104443,"Unnamed fire in Yukon-koyukuk County, Alaska",3099.9999923008286,1202115765965.079,6499.675137000003,7669.616689999996,0,80072.16988099998,649645.3469240001,3805.8181810000015,0,559.5186089999999,1303.8373919999997,438.74183699999975,18742.662200000002,0,0,0,0,0,0,0,0
SF11E104474,"Unnamed fire in Thomas County, Georgia",199.9999995032792,3445080489.6976905,11.149316,13.156195999999996,0,121.35555600000002,1939.1139099999991,6.132370000000001,0,2.56378,2.009391999999999,1.189624,28.885047999999994,0,0,0,0,0,0,0,0
SF11E104484,"Unnamed fire in Division No. 18, Sk, Canada",15899.999960510684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104490,"Unnamed fire in Kenora District, On, Canada",299.9999992549188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104493,"Unnamed fire in Quitman County, Georgia",299.9999992549188,5167620734.5465355,16.723974000000002,19.734293999999995,0,182.03333400000002,2908.6708649999987,9.198555,0,3.84567,3.0140879999999988,1.784436,43.32757199999999,0,0,0,0,0,0,0,0
SF11E104497,"Unnamed fire in Yukon-koyukuk County, Alaska",299.9999992549188,11023187611.541586,97.32310999999996,114.84125899999995,0,1153.2694609999999,12083.185762999994,55.855463,0,12.959550999999998,18.874193,7.8177470000000024,271.316651,0,0,0,0,0,0,0,0
SF11E104506,"Unnamed fire in Division No. 19, Mb, Canada",1399.9999965229545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104513,"Unnamed fire in Yukon-koyukuk County, Alaska",399.9999990065584,39853761294.947525,520.5935689999999,614.3004209999998,0,6358.729393000004,54852.367234000005,303.47477200000014,0,50.297105999999985,103.654882,36.63479899999998,1490.0386839999996,0,0,0,0,0,0,0,0
SF11E104520,"Unnamed fire in Yukon-koyukuk County, Alaska",699.9999982614772,84645584831.34088,992.3436969999997,1170.965596,0,12193.935642,100791.32412099994,580.2855060000002,0,88.54876399999999,198.62216099999995,67.83635500000001,2855.1933050000002,0,0,0,0,0,0,0,0
SF11E104538,"Unnamed fire in Yukon-koyukuk County, Alaska",699.9999982614772,237998359358.22287,1604.2266149999996,1892.987416,0,19769.469881000008,160016.15034999998,939.4954610000002,0,137.46242399999997,321.898554,108.115415,4627.291694,0,0,0,0,0,0,0,0
SF11E104558,"Unnamed fire in Division No. 21, Mb, Canada",1399.9999965229542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104576,"Unnamed fire in Yukon-koyukuk County, Alaska",1799.9999955295127,264518037842.6859,1527.4599530000003,1802.402757,0,18492.480128000003,169421.59437500004,886.3453620000003,0,164.06947799999992,301.795125,111.983016,4338.304715999997,0,0,0,0,0,0,0,0
SF11E104594,"Unnamed fire in Yukon-koyukuk County, Alaska",15799.999960759058,2263563993564.4355,5411.468000000001,6385.532243,0,63543.162575999995,701878.6698239999,3091.325117,0,778.9689430000001,1041.196991,450.5967899999998,14967.206922999996,0,0,0,0,0,0,0,0
SF11E104611,"Unnamed fire in Kleberg County, Texas",299.9999992549188,1143911338.1336923,2.591699,3.0582089999999997,0,26.353504,546.439449,1.379544,0,0.7820640000000001,0.44072900000000004,0.327237,6.335572,0,0,0,0,0,0,0,0
SF11E104615,"Unnamed fire in Yukon-koyukuk County, Alaska",5499.999986340179,2018918686776.8865,8715.808273999994,10284.653776999996,0,107224.447889,878839.494356,5099.759534999999,0,765.2499760000001,1746.2762299999995,592.4106760000003,25102.720854000003,0,0,0,0,0,0,0,0
SF11E104620,"Unnamed fire in Yukon-koyukuk County, Alaska",5099.999987333619,2016997271163.2258,10467.493697,12351.642561000004,0,128898.87122699995,1049039.5092840004,6127.784926999999,0,906.5478169999998,2099.009643000001,708.066428,30173.26321099999,0,0,0,0,0,0,0,0
SF11E104636,"Unnamed fire in Division No. 18, Sk, Canada",1499.999996274594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104637,"Unnamed fire in Division No. 18, Sk, Canada",699.9999982614772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104643,"Unnamed fire in Division No. 19, Mb, Canada",499.99999875819805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104648,"Unnamed fire in Yukon-koyukuk County, Alaska",5299.9999868369,1976152543088.163,10013.326736999998,11815.725552000009,0,123252.61831900003,1006284.0357109999,5860.585150999997,0,872.5832639999998,2007.1767730000001,678.8073710000006,28853.16568599999,0,0,0,0,0,0,0,0
SF11E104656,"Unnamed fire in Yukon-koyukuk County, Alaska",6599.999983608215,881724560436.1263,2152.9366849999997,2540.465272,0,25150.611487,285934.643386,1226.6603830000001,0,322.930139,412.39333099999993,182.81581,5928.153947,0,0,0,0,0,0,0,0
SF11E104668,"Unnamed fire in Division No. 18, Sk, Canada",1299.9999967713147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104677,"Unnamed fire in Stormont, On, Canada",199.9999995032792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104694,"Unnamed fire in Division No. 18, Sk, Canada",5699.999985843459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104701,"Unnamed fire in Division No. 18, Sk, Canada",8899.999977895923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104709,"Unnamed fire in Yukon-koyukuk County, Alaska",4999.999987581981,478948769954.4903,1402.0504899999999,1654.4195920000004,0,16369.123809000002,186704.99168099993,798.595901,0,211.26671499999998,268.42487700000004,119.31772400000001,3858.6074670000016,0,0,0,0,0,0,0,0
SF11E104725,"Unnamed fire in Division No. 18, Sk, Canada",6199.999984601656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104739,"Unnamed fire in Mexicali, Baja California, Mexico",399.9999990065584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104755,"Unnamed fire in Palm Beach County, Florida",1199.9999970196752,36254907359.07365,54.36110399999998,64.146111,0,578.2694870000001,10146.868166000002,29.567411,0,13.846782000000001,9.606609000000002,6.167079000000002,138.09478700000003,0,0,0,0,0,0,0,0
SF11E104794,"Unnamed fire in Division No. 18, Sk, Canada",2199.9999945360714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104806,"Unnamed fire in Orange County, California",399.9999990065584,12559570807.451122,39.15827600000002,46.206766,0,401.8352659999998,8067.693347999999,20.934267999999996,0,11.449596000000007,6.711047999999999,4.844300000000001,96.47135,0,0,0,0,0,0,0,0
SF11E104810,"Unnamed fire in Yukon-koyukuk County, Alaska",699.9999982614772,40040414064.41943,217.85089800000011,257.06405500000005,0,2486.0829280000003,31967.134975000004,122.66625400000001,0,38.57748400000002,40.893488000000005,20.106405000000006,587.8436860000002,0,0,0,0,0,0,0,0
SF11E104811,"Unnamed fire in Coconino County, Arizona",569.9999985843457,6928381002.43105,39.90839599999999,47.09191900000001,0,455.5173420000001,5851.547734999998,22.473589999999984,0,7.0582080000000005,7.492581999999999,3.680916,107.70593300000003,0,0,0,0,0,0,0,0
SF11E104813,"Unnamed fire in Yukon-koyukuk County, Alaska",1099.9999972680357,38779803783.44861,237.29915100000005,280.01298499999996,0,2775.950448999999,31319.042274,135.298517,0,35.210567000000005,45.508732000000016,20.045774999999995,654.187926,0,0,0,0,0,0,0,0
SF11E104832,"Unnamed fire in Yukon-koyukuk County, Alaska",199.9999995032792,28907235490.13568,458.35046199999994,540.8535519999998,0,5648.419974000004,45718.90008200001,268.4272740000001,0,39.27496999999999,91.971024,30.89011399999998,1322.0833379999995,0,0,0,0,0,0,0,0
SF11E104843,"Unnamed fire in Division No. 18, Sk, Canada",4199.999989568863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104844,"Unnamed fire in Division No. 18, Sk, Canada",1299.9999967713147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104858,"Unnamed fire in Division No. 18, Sk, Canada",699.9999982614772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104867,"Unnamed fire in Division No. 18, Sk, Canada",2299.999994287711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104906,"Unnamed fire in Yukon-koyukuk County, Alaska",2799.9999930459094,217375963717.07208,691.4309780000001,815.8885519999999,0,8075.690224000004,91912.84907299993,393.91093999999987,0,103.872566,132.42023799999996,58.75652599999996,1903.5406909999988,0,0,0,0,0,0,0,0
SF11E104916,"Unnamed fire in Division No. 18, Sk, Canada",14199.999964732815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104921,"Unnamed fire in Yukon-koyukuk County, Alaska",399.9999990065584,27631639335.293777,316.564419,373.5460139999999,0,3827.201901000002,35387.970394,183.56181400000008,0,34.539106,62.470833999999996,23.354348999999992,898.0179959999998,0,0,0,0,0,0,0,0
SF11E104925,"Unnamed fire in Division No. 23, Mb, Canada",18599.99995380495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E105100,"Unnamed fire in Osceola County, Florida",379.9999990562304,16464613640.429218,39.48432,46.59148500000002,0,417.558047,7496.7684500000005,21.414958000000006,0,10.303906999999999,6.942697000000004,4.546522,99.801051,0,0,0,0,0,0,0,0
SF11E105101,"Unnamed fire in Yavapai County, Arizona",69.99999982614771,635215033.7362092,3.254819,3.8406890000000016,0,35.77085599999999,548.3810650000003,1.7987299999999986,0,0.7140080000000002,0.5914829999999996,0.3379080000000001,8.502533000000003,0,0,0,0,0,0,0,0
SF11E105102,"Unnamed fire in Yukon-koyukuk County, Alaska",799.9999980131169,346344458498.0485,1833.4018520000002,2163.4141920000006,0,22593.679855000002,182875.6004020001,1073.7090939999998,0,157.09991900000003,367.88405000000006,123.56048100000001,5288.333356999996,0,0,0,0,0,0,0,0
SF11E105103,"Unnamed fire in Division No. 18, Sk, Canada",1999.999995032792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E105104,"Unnamed fire in Yukon-koyukuk County, Alaska",2699.9999932942687,355361379444.57336,2142.4249250000003,2528.0614319999995,0,26389.773381000003,214323.96078499994,1254.3848570000002,0,184.79368399999996,429.71958700000005,144.71765700000006,6177.219084000001,0,0,0,0,0,0,0,0
SF11E105105,"Unnamed fire in Yukon-koyukuk County, Alaska",199.9999995032792,28907235490.13568,458.35046199999994,540.8535519999998,0,5648.419974000004,45718.90008200001,268.4272740000001,0,39.27496999999999,91.971024,30.89011399999998,1322.0833379999995,0,0,0,0,0,0,0,0
