id,event_name,total_area,total_heat,total_pm25,total_pm10,total_pm,total_co,total_co2,total_ch4,total_nmhc,total_nox,total_nh3,total_so2,total_voc,total_bc,total_h2,total_nmoc,total_no,total_no2,total_oc,total_tpc,total_tpm
SF11E1738447,"Unnamed fire in Division No. 18, Sk, Canada",123699.99969277841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1739837,"Unnamed fire in Lincoln County, Montana",4829.999988004195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1741951,"Unnamed fire in Ferry County, Washington",1333.9999966868725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1744410,"Unnamed fire in Douglas County, Oregon",2621.99999348799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1744466,"Unnamed fire in Douglas County, Oregon",643.9999984005592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1744724,"Unnamed fire in Kittitas County, Washington",64813.99983902764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1744734,"Unnamed fire in Yakima County, Washington",37627.99990654697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1748887,"Unnamed fire in Klamath County, Oregon",54003.99986587541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1748921,"Unnamed fire in Klamath County, Oregon",6347.999984234076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1749827,"Unnamed fire in Josephine County, Oregon",551.9999986290508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1750394,"Unnamed fire in Douglas County, Oregon",29439.99992688268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1751017,"Unnamed fire in Division No. 18, Sk, Canada",7599.999981124611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1751138,"Unnamed fire in Idaho County, Idaho",23275.999942191615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1751432,"Unnamed fire in Granite County, Montana",127511.99968331055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E1752909,"Unnamed fire in Klamath County, Oregon",13615.999966183248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
