id,event_name,total_area,total_heat,total_pm25,total_pm10,total_pm,total_co,total_co2,total_ch4,total_nmhc,total_nox,total_nh3,total_so2,total_voc,total_bc,total_h2,total_nmoc,total_no,total_no2,total_oc,total_tpc,total_tpm
SF11E104443,"Unnamed fire in Yukon-koyukuk County, Alaska",2999.999992549188,1187662148220.0112,6270.499906000003,7399.189913999996,0,77247.95989399999,626785.896883,3671.604544000001,0,539.8811239999999,1257.8518799999997,423.2967799999998,18081.620531000004,0,0,0,0,0,0,0,0
SF11E104474,"Unnamed fire in Thomas County, Georgia",99.9999997516396,1722540244.8488452,5.574658,6.578097999999998,0,60.67777800000001,969.5569549999996,3.0661850000000004,0,1.28189,1.0046959999999996,0.594812,14.442523999999997,0,0,0,0,0,0,0,0
SF11E104484,"Unnamed fire in Division No. 18, Sk, Canada",15499.999961504136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104490,"Unnamed fire in Kenora District, On, Canada",199.9999995032792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104493,"Unnamed fire in Quitman County, Georgia",99.9999997516396,1722540244.8488452,5.574658,6.578097999999998,0,60.67777800000001,969.5569549999996,3.0661850000000004,0,1.28189,1.0046959999999996,0.594812,14.442523999999997,0,0,0,0,0,0,0,0
SF11E104497,"Unnamed fire in Yukon-koyukuk County, Alaska",199.9999995032792,7436731636.282413,57.45632399999998,67.79845599999996,0,671.5616839999997,7612.456157999996,32.745233999999996,0,8.582375999999996,11.010774000000003,4.869118000000002,158.27995599999994,0,0,0,0,0,0,0,0
SF11E104506,"Unnamed fire in Division No. 19, Mb, Canada",1299.999996771315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104513,"Unnamed fire in Yukon-koyukuk County, Alaska",299.9999992549188,25400143549.87968,291.41833799999995,343.8736449999999,0,3534.519406000002,31992.917193,169.26113500000008,0,30.659620999999994,57.66937,21.189741999999992,828.9970149999998,0,0,0,0,0,0,0,0
SF11E104520,"Unnamed fire in Yukon-koyukuk County, Alaska",499.99999875819805,78412244788.8092,936.3242579999996,1104.862649,0,11529.204142,93882.93761699995,548.1125140000001,0,81.18009199999999,187.74524199999996,63.36119400000001,2698.8376740000003,0,0,0,0,0,0,0,0
SF11E104538,"Unnamed fire in Yukon-koyukuk County, Alaska",599.9999985098376,223544741613.15503,1375.0513839999996,1622.56064,0,16945.259894000006,137156.70030899998,805.2818240000001,0,117.82493899999999,275.913042,92.67035800000001,3966.250025,0,0,0,0,0,0,0,0
SF11E104558,"Unnamed fire in Division No. 21, Mb, Canada",1299.9999967713147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104576,"Unnamed fire in Yukon-koyukuk County, Alaska",1599.9999960262337,254731856831.04297,1465.2168370000002,1728.955885,0,17782.170728000005,160288.12724700005,851.2978600000002,0,153.04733799999994,290.111267,106.23832800000001,4170.349377999997,0,0,0,0,0,0,0,0
SF11E104594,"Unnamed fire in Yukon-koyukuk County, Alaska",9899.99997541232,1466537267880.8787,3363.781427000001,3969.262079999999,0,39289.11616499999,447088.247199,1916.3900179999998,0,505.21143900000004,644.2361280000002,285.8141419999999,9260.894541999998,0,0,0,0,0,0,0,0
SF11E104611,"Unnamed fire in Kleberg County, Texas",199.9999995032792,776975376.7047971,1.727801,2.038802,0,17.569005,364.292966,0.9196960000000001,0,0.521375,0.293818,0.218155,4.223713,0,0,0,0,0,0,0,0
SF11E104615,"Unnamed fire in Yukon-koyukuk County, Alaska",5399.99998658854,2014918001432.7627,8679.412173999994,10241.706380999996,0,106792.080598,874376.245285,5078.844507999999,0,760.5114530000001,1739.2025149999995,589.5164710000003,25001.036229,0,0,0,0,0,0,0,0
SF11E104620,"Unnamed fire in Yukon-koyukuk County, Alaska",4399.999989072143,1778998911805.003,8863.267082,10458.655145000004,0,109129.40134599996,889023.3589340003,5188.289465999998,0,769.0853929999998,1777.111089000001,599.9510130000001,25545.97151699999,0,0,0,0,0,0,0,0
SF11E104636,"Unnamed fire in Division No. 18, Sk, Canada",1399.9999965229545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104637,"Unnamed fire in Division No. 18, Sk, Canada",299.9999992549188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104643,"Unnamed fire in Division No. 19, Mb, Canada",399.9999990065584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF11E104648,"Unnamed fire in Yukon-koyukuk County, Alaska",4799.999988078701,1938870755638.449,9494.220399,11203.180064000007,0,116898.70536000004,952276.5837879997,5557.646898999997,0,823.7683539999997,1903.6284660000003,642.6419080000004,27364.658857999995,0,0,0,0,0,0,0,0
SF11E104656,"Unnamed fire in Yukon-koyukuk County, Alaska",5199.999987085259,732452146641.2823,1735.4066039999998,2047.7797839999998,0,20256.506737,231333.40836300002,988.358955,0,261.958789,332.1812289999999,147.812617,4775.104977999999,0,0,0,0,0,0,0,0
