id,event_id,latitude,longitude,type,area,date_time,slope,state,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,consumption_flaming,consumption_smoldering,consumption_residual,consumption_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,heat,pm25,pm10,co,co2,ch4,nox,nh3,so2,voc,VEG,canopy,fccs_number,timezone
20170906_f1,20170906_f1,33.8620292419,-94.1111892014,WF,500.0,201709060000-05:00,10.0,AR,USA,05133,2810001000,0.5,0.5,1.0,3.0,1.0,0.5,0.57,0.06,0.0,0.75,0.02,7.0,8.0,9.0,12.0,80.0,40.0,14.9876851669,2.01823760707,0.798516148161,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,39112355401.2612,77.979298,92.01557800000002,833.9860699999999,14324.573807,42.524341,19.413904999999996,13.843921000000002,8.724179,199.006439,West Gulf Coastal Plain mesic hardwood forest,21.52,406,-6.0
20170906_f10,20170906_f10,46.0030722638,-113.661536916,WF,276.0,201709060000-06:00,10.0,MT,USA,30039,2810001000,0.1,0.4,1.7,4.4,13.6,0.0,0.43,0.12,24.9,1.3,0.08,7.0,8.0,9.0,12.0,80.0,40.0,19.414114857,16.4475081102,18.2295251116,4.26904193903,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,21962288216.320923,198.19096500000003,233.86532,2395.7549640000007,22172.555685000003,114.91395200000002,21.657413999999996,39.106236999999986,14.630576000000003,562.1522489999999,Whitebark pine / Subalpine fir forest,11.45,61,-7.0
20170906_f100,20170906_f100,36.108000176,-118.743499934,WF,300.0,201709060000-07:00,10.0,CA,USA,06107,2810001000,0.25,0.5,0.9,1.25,0.0,0.0,0.1,0.08,0.0,0.5,0.02,7.0,8.0,9.0,12.0,80.0,40.0,11.7942719333,1.16512999097,0.150224644381,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,12080270244.630497,32.321791999999995,38.13971299999999,336.963335,6386.821578000001,17.410224000000003,8.920939999999998,5.614409000000001,3.854245,80.707177,Black oak woodland,19.63,14,-8.0
20170906_f101,20170906_f101,36.2489999649,-90.7649999788,WF,100.0,201709060000-05:00,10.0,AR,USA,05055,2810001000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,7.0,8.0,9.0,12.0,80.0,40.0,4.49737652765,0.454668999086,0.377699375083,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1103630092.0358207,4.658481,5.497014,49.78088200000001,857.887798,2.539376,1.163939,0.826452,0.522313,11.880187000000001,Default Unknown Fuel Type,0.0,0,-6.0
20170906_f102,20170906_f102,37.0789999665,-98.451999989,WF,100.0,201709060000-05:00,10.0,KS,USA,20007,2810001000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,7.0,8.0,9.0,12.0,80.0,40.0,4.63138098717,0.514215749869,0.46190463459,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,1139424907.7407308,4.9951279999999985,5.894253,53.76357699999999,900.020384,2.732415,1.209432,0.8916499999999998,0.5495330000000002,12.817353,Default Unknown Fuel Type,0.0,0,-6.0
20170906_f103,20170906_f103,37.0899999664,-98.448999989,WF,100.0,201709060000-05:00,10.0,KS,USA,20007,2810001000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,7.0,8.0,9.0,12.0,80.0,40.0,4.63138098717,0.514215749869,0.46190463459,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,1139424907.7407308,4.9951279999999985,5.894253,53.76357699999999,900.020384,2.732415,1.209432,0.8916499999999998,0.5495330000000002,12.817353,Default Unknown Fuel Type,0.0,0,-6.0
20170906_f104,20170906_f104,37.0929999664,-98.465999989,WF,100.0,201709060000-05:00,10.0,KS,USA,20007,2810001000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,7.0,8.0,9.0,12.0,80.0,40.0,4.63138098717,0.514215749869,0.46190463459,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,1139424907.7407308,4.9951279999999985,5.894253,53.76357699999999,900.020384,2.732415,1.209432,0.8916499999999998,0.5495330000000002,12.817353,Default Unknown Fuel Type,0.0,0,-6.0
20170906_f105,20170906_f105,36.3629999645,-90.8649999788,WF,100.0,201709060000-05:00,10.0,AR,USA,05121,2810001000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,7.0,8.0,9.0,12.0,80.0,40.0,4.63138098717,0.514215749869,0.46190463459,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1139424907.7407308,4.9951279999999985,5.894253,53.76357699999999,900.020384,2.732415,1.209432,0.8916499999999998,0.5495330000000002,12.817353,Default Unknown Fuel Type,0.0,0,-6.0
20170906_f106,20170906_f106,36.463999995,-91.5479999971,WF,122.0,201709060000-05:00,10.0,AR,USA,29149,2810001000,1.0,1.4,1.5,5.0,4.0,0.0,0.38,0.01,1.0,2.0,0.0,7.0,8.0,9.0,12.0,80.0,40.0,17.2344451251,10.8138649594,11.927464581,17.8271844657,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,6145117774.364045,61.451477,72.51274200000002,733.9326489999999,7333.683021000001,35.41014300000001,7.607484,11.99898,4.779503000000001,172.48536000000001,White oak - Northern red oak forest,14.44,90,-6.0
20170906_f107,20170906_f107,37.4949999645,-97.989999988,WF,100.0,201709060000-05:00,10.0,KS,USA,20095,2810001000,0.0,0.0,0.0,0.0,0.0,0.0,0.13,2.39,0.0,0.0,0.92,7.0,8.0,9.0,12.0,80.0,40.0,4.87931244221,0.330747146393,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,1188405477.202892,4.102244,4.840646000000001,41.98311799999999,851.0158129999998,2.190275,1.2108289999999997,0.7014389999999997,0.5105930000000001,10.083255,Bluestem - Indian grass - Switchgrass grassland,0.64,131,-6.0
